Match_ID,Unique_Team_ID
581,16
582,1
582,12
583,11
583,12
584,9
584,12
585,12
585,22
586,7
586,12
587,12
587,14
588,6
588,12
589,5
589,12
590,12
590,16
591,12
591,18
592,2
592,12
593,12
593,27
594,12
594,13
595,12
595,26
596,12
596,17
597,3
597,12
598,8
598,12
599,3
599,26
600,12
600,26
601,2
601,26
602,9
602,26
603,1
603,26
604,8
604,26
605,22
605,26
606,5
606,26
607,17
607,26
608,6
608,26
609,13
609,26
610,18
610,26
611,26
611,27
612,11
612,26
613,16
613,26
614,14
614,26
615,7
615,26
616,15
616,29
617,29
617,30
618,29
618,31
619,25
619,29
620,29
620,34
621,29
621,39
622,29
622,47
623,28
623,29
624,21
624,29
625,29
625,32
626,29
626,35
627,29
627,46
628,10
628,29
629,29
629,44
630,19
630,29
631,24
631,29
632,29
632,42
633,3
633,12
634,3
634,17
635,3
635,13
636,3
636,18
637,3
637,6
638,3
638,14
639,3
639,11
640,1
640,3
641,3
641,5
642,3
642,22
643,3
643,16
644,2
644,3
645,3
645,27
646,3
646,8
647,3
647,26
648,3
648,7
649,3
649,9
650,6
650,22
651,16
651,22
652,2
652,22
653,11
653,22
654,1
654,22
655,22
655,26
656,18
656,22
657,9
657,22
658,14
658,22
659,3
659,22
660,13
660,22
661,7
661,22
662,17
662,22
663,12
663,22
664,8
664,22
665,22
665,27
666,5
666,22
667,5
667,18
668,5
668,26
669,5
669,7
670,5
670,16
671,1
671,5
672,5
672,8
673,5
673,27
674,5
674,14
675,5
675,12
676,2
676,5
677,5
677,22
678,3
678,5
679,5
679,9
680,5
680,6
681,5
681,13
682,5
682,17
683,5
683,11
684,9
684,17
685,8
685,17
686,5
686,17
687,17
687,22
688,7
688,17
689,3
689,17
690,17
690,27
691,17
691,26
692,6
692,17
693,11
693,17
694,12
694,17
695,2
695,17
696,14
696,17
697,16
697,17
698,13
698,17
699,1
699,17
700,17
700,18
701,3
701,13
702,13
702,17
703,5
703,13
704,1
704,13
705,13
705,18
706,13
706,16
707,2
707,13
708,6
708,13
709,8
709,13
710,13
710,27
711,7
711,13
712,9
712,13
713,11
713,13
714,13
714,22
715,12
715,13
716,13
716,26
717,13
717,14
718,28
718,42
719,28
719,34
720,28
720,44
721,25
721,28
722,10
722,28
723,28
723,31
724,19
724,28
725,28
725,29
726,28
726,32
727,28
727,30
728,24
728,28
729,28
729,46
730,21
730,28
731,28
731,39
732,28
732,35
733,15
733,28
734,28
734,47
735,13
735,18
736,2
736,18
737,18
737,27
738,1
738,18
739,5
739,18
740,9
740,18
741,17
741,18
742,11
742,18
743,12
743,18
744,6
744,18
745,8
745,18
746,18
746,26
747,3
747,18
748,14
748,18
749,7
749,18
750,18
750,22
751,16
751,18
752,10
752,39
753,10
753,21
754,10
754,15
755,10
755,47
756,10
756,30
757,10
757,35
758,10
758,29
759,10
759,44
760,10
760,31
761,10
761,25
762,10
762,42
763,10
763,46
764,10
764,19
765,10
765,34
766,10
766,24
767,10
767,28
768,10
768,32
769,11
769,22
770,11
770,16
771,5
771,11
772,1
772,11
773,11
773,18
774,11
774,26
775,11
775,13
776,7
776,11
777,11
777,27
778,2
778,11
779,11
779,12
780,9
780,11
781,8
781,11
782,6
782,11
783,11
783,17
784,11
784,14
785,3
785,11
786,21
786,42
787,24
787,42
788,28
788,42
789,34
789,42
790,42
790,47
791,31
791,42
792,10
792,42
793,42
793,46
794,39
794,42
795,35
795,42
796,25
796,42
797,42
797,44
798,32
798,42
799,29
799,42
800,30
800,42
801,15
801,42
802,19
802,42
803,3
803,27
804,22
804,27
805,11
805,27
806,12
806,27
807,6
807,27
808,2
808,27
809,18
809,27
810,8
810,27
811,1
811,27
812,26
812,27
813,17
813,27
814,14
814,27
815,16
815,27
816,9
816,27
817,13
817,27
818,7
818,27
819,5
819,27
820,1
820,7
821,6
821,7
822,7
822,14
823,7
823,11
824,7
824,9
825,7
825,17
826,7
826,18
827,7
827,12
828,3
828,7
829,7
829,16
830,2
830,7
831,7
831,26
832,5
832,7
833,7
833,27
834,7
834,13
835,7
835,22
836,7
836,8
837,6
837,16
838,2
838,6
839,3
839,6
840,6
840,8
841,6
841,18
842,5
842,6
843,6
843,13
844,1
844,6
845,6
845,9
846,6
846,22
847,6
847,14
848,6
848,26
849,6
849,11
850,6
850,12
851,6
851,7
852,6
852,17
853,6
853,27
854,30
854,34
855,21
855,30
856,10
856,30
857,25
857,30
858,30
858,44
859,24
859,30
860,30
860,47
861,30
861,31
862,29
862,30
863,30
863,39
864,30
864,32
865,30
865,42
866,30
866,46
867,28
867,30
868,15
868,30
869,19
869,30
870,30
870,35
871,10
871,31
872,21
872,31
873,24
873,31
874,30
874,31
875,15
875,31
876,31
876,42
877,31
877,39
878,31
878,46
879,29
879,31
880,31
880,32
881,28
881,31
882,31
882,47
883,19
883,31
884,31
884,44
885,31
885,34
886,31
886,35
887,25
887,31
888,24
888,34
889,24
889,39
890,19
890,24
891,24
891,31
892,24
892,25
893,24
893,32
894,24
894,44
895,24
895,28
896,15
896,24
897,24
897,46
898,10
898,24
899,24
899,30
900,24
900,47
901,24
901,35
902,21
902,24
903,24
903,42
904,24
904,29
905,46
905,47
906,35
906,46
907,34
907,46
908,28
908,46
909,42
909,46
910,30
910,46
911,44
911,46
912,10
912,46
913,19
913,46
914,21
914,46
915,32
915,46
916,15
916,46
917,29
917,46
918,25
918,46
919,39
919,46
920,31
920,46
921,24
921,46
922,10
922,34
923,28
923,34
924,34
924,39
925,34
925,44
926,21
926,34
927,15
927,34
928,25
928,34
929,34
929,47
930,34
930,46
931,24
931,34
932,34
932,42
933,19
933,34
934,32
934,34
935,30
935,34
936,31
936,34
937,29
937,34
938,34
938,35
939,30
939,47
940,31
940,47
941,42
941,47
942,25
942,47
943,24
943,47
944,19
944,47
945,29
945,47
946,28
946,47
947,46
947,47
948,32
948,47
949,35
949,47
950,21
950,47
951,39
951,47
952,15
952,47
953,44
953,47
954,34
954,47
955,10
955,47
956,28
956,35
957,35
957,42
958,29
958,35
959,10
959,35
960,35
960,47
961,19
961,35
962,24
962,35
963,31
963,35
964,34
964,35
965,35
965,46
966,35
966,44
967,25
967,35
968,21
968,35
969,32
969,35
970,15
970,35
971,35
971,39
972,30
972,35
973,39
973,42
974,35
974,39
975,21
975,39
976,34
976,39
977,31
977,39
978,30
978,39
979,24
979,39
980,19
980,39
981,15
981,39
982,39
982,46
983,28
983,39
984,29
984,39
985,32
985,39
986,25
986,39
987,39
987,44
988,10
988,39
989,39
989,47
990,21
990,29
991,21
991,39
992,15
992,21
993,21
993,35
994,21
994,34
995,21
995,28
996,19
996,21
997,10
997,21
998,21
998,42
999,21
999,47
1000,21
1000,24
1001,21
1001,25
1002,21
1002,30
1003,21
1003,44
1004,21
1004,32
1005,21
1005,46
1006,21
1006,31
1007,15
1007,46
1008,10
1008,15
1009,15
1009,28
1010,15
1010,29
1011,15
1011,21
1012,15
1012,30
1013,15
1013,25
1014,15
1014,35
1015,15
1015,24
1016,15
1016,39
1017,15
1017,32
1018,15
1018,19
1019,15
1019,44
1020,15
1020,34
1021,15
1021,47
1022,15
1022,31
1023,15
1023,42
1024,9
1024,11
1025,9
1025,22
1026,3
1026,9
1027,9
1027,26
1028,7
1028,9
1029,6
1029,9
1030,9
1030,27
1031,1
1031,9
1032,2
1032,9
1033,5
1033,9
1034,9
1034,13
1035,9
1035,18
1036,9
1036,12
1037,9
1037,17
1038,8
1038,9
1039,9
1039,16
1040,9
1040,14
1041,28
1041,44
1042,15
1042,44
1043,29
1043,44
1044,35
1044,44
1045,10
1045,44
1046,44
1046,46
1047,39
1047,44
1048,21
1048,44
1049,24
1049,44
1050,44
1050,47
1051,30
1051,44
1052,25
1052,44
1053,34
1053,44
1054,32
1054,44
1055,19
1055,44
1056,42
1056,44
1057,31
1057,44
1058,19
1058,24
1059,19
1059,28
1060,19
1060,44
1061,19
1061,34
1062,19
1062,42
1063,19
1063,39
1064,19
1064,35
1065,19
1065,29
1066,19
1066,32
1067,19
1067,46
1068,10
1068,19
1069,19
1069,25
1070,19
1070,47
1071,19
1071,30
1072,19
1072,21
1073,19
1073,31
1074,15
1074,19
1075,25
1075,30
1076,10
1076,25
1077,25
1077,35
1078,25
1078,31
1079,25
1079,47
1080,21
1080,25
1081,25
1081,29
1082,25
1082,42
1083,25
1083,39
1084,25
1084,46
1085,25
1085,34
1086,25
1086,32
1087,19
1087,25
1088,25
1088,28
1089,24
1089,25
1090,25
1090,44
1091,15
1091,25
1092,1
1092,22
1093,1
1093,17
1094,1
1094,7
1095,1
1095,11
1096,1
1096,16
1097,1
1097,6
1098,1
1098,12
1099,1
1099,13
1100,1
1100,5
1101,1
1101,18
1102,1
1102,9
1103,1
1103,3
1104,1
1104,26
1105,1
1105,10
1106,1
1106,15
1107,1
1107,8
1108,1
1108,2
1109,2
1109,3
1110,2
1110,16
1111,2
1111,10
1112,2
1112,22
1113,2
1113,9
1114,2
1114,17
1115,2
1115,12
1116,2
1116,6
1117,2
1117,5
1118,2
1118,18
1119,2
1119,8
1120,2
1120,15
1121,2
1121,7
1122,1
1122,2
1123,2
1123,13
1124,2
1124,11
1125,2
1125,26
1126,33
1126,37
1127,28
1127,37
1128,14
1128,37
1129,21
1129,37
1130,24
1130,37
1131,25
1131,37
1132,19
1132,37
1133,31
1133,37
1134,27
1134,37
1135,37
1135,44
1136,35
1136,37
1137,37
1137,42
1138,34
1138,37
1139,29
1139,37
1140,23
1140,37
1141,37
1141,39
1142,32
1142,37
1143,32
1143,44
1144,32
1144,37
1145,31
1145,32
1146,29
1146,32
1147,32
1147,42
1148,32
1148,34
1149,32
1149,33
1150,27
1150,32
1151,14
1151,32
1152,24
1152,32
1153,19
1153,32
1154,28
1154,32
1155,23
1155,32
1156,32
1156,39
1157,21
1157,32
1158,25
1158,32
1159,32
1159,35
1160,14
1160,39
1161,14
1161,31
1162,14
1162,28
1163,14
1163,44
1164,14
1164,37
1165,14
1165,32
1166,14
1166,35
1167,14
1167,24
1168,14
1168,29
1169,14
1169,19
1170,14
1170,25
1171,14
1171,23
1172,14
1172,21
1173,14
1173,27
1174,14
1174,33
1175,14
1175,42
1176,14
1176,34
1177,8
1177,17
1178,1
1178,8
1179,2
1179,8
1180,5
1180,8
1181,8
1181,13
1182,8
1182,16
1183,8
1183,11
1184,6
1184,8
1185,8
1185,22
1186,8
1186,26
1187,8
1187,9
1188,3
1188,8
1189,8
1189,15
1190,8
1190,10
1191,8
1191,12
1192,7
1192,8
1193,8
1193,18
1194,15
1194,16
1195,5
1195,16
1196,6
1196,16
1197,1
1197,16
1198,16
1198,18
1199,13
1199,16
1200,12
1200,16
1201,7
1201,16
1202,16
1202,26
1203,9
1203,16
1204,16
1204,17
1205,8
1205,16
1206,3
1206,16
1207,2
1207,16
1208,10
1208,16
1209,11
1209,16
1210,16
1210,22
1211,1
1211,12
1212,9
1212,12
1213,11
1213,12
1214,12
1214,16
1215,12
1215,26
1216,5
1216,12
1217,12
1217,22
1218,12
1218,13
1219,2
1219,12
1220,7
1220,12
1221,8
1221,12
1222,12
1222,18
1223,12
1223,15
1224,12
1224,17
1225,6
1225,12
1226,3
1226,12
1227,10
1227,12
1228,15
1228,26
1229,18
1229,26
1230,11
1230,26
1231,12
1231,26
1232,5
1232,26
1233,2
1233,26
1234,3
1234,26
1235,1
1235,26
1236,6
1236,26
1237,13
1237,26
1238,9
1238,26
1239,8
1239,26
1240,22
1240,26
1241,17
1241,26
1242,7
1242,26
1243,16
1243,26
1244,10
1244,26
1245,29
1245,35
1246,21
1246,29
1247,29
1247,34
1248,29
1248,33
1249,29
1249,32
1250,14
1250,29
1251,19
1251,29
1252,28
1252,29
1253,23
1253,29
1254,29
1254,37
1255,25
1255,29
1256,27
1256,29
1257,29
1257,31
1258,29
1258,44
1259,24
1259,29
1260,29
1260,39
1261,29
1261,42
1262,1
1262,3
1263,3
1263,10
1264,3
1264,5
1265,3
1265,26
1266,3
1266,9
1267,3
1267,12
1268,2
1268,3
1269,3
1269,8
1270,3
1270,22
1271,3
1271,7
1272,3
1272,13
1273,3
1273,15
1274,3
1274,6
1275,3
1275,18
1276,3
1276,11
1277,3
1277,16
1278,3
1278,17
1279,22
1279,26
1280,18
1280,22
1281,11
1281,22
1282,13
1282,22
1283,9
1283,22
1284,3
1284,22
1285,7
1285,22
1286,15
1286,22
1287,17
1287,22
1288,12
1288,22
1289,5
1289,22
1290,8
1290,22
1291,16
1291,22
1292,10
1292,22
1293,1
1293,22
1294,6
1294,22
1295,2
1295,22
1296,5
1296,9
1297,5
1297,22
1298,5
1298,7
1299,5
1299,8
1300,5
1300,18
1301,5
1301,13
1302,5
1302,16
1303,5
1303,10
1304,2
1304,5
1305,3
1305,5
1306,5
1306,26
1307,5
1307,15
1308,5
1308,6
1309,5
1309,12
1310,1
1310,5
1311,5
1311,17
1312,5
1312,11
1313,7
1313,17
1314,11
1314,17
1315,5
1315,17
1316,10
1316,17
1317,2
1317,17
1318,3
1318,17
1319,17
1319,26
1320,17
1320,22
1321,9
1321,17
1322,15
1322,17
1323,12
1323,17
1324,1
1324,17
1325,6
1325,17
1326,17
1326,18
1327,16
1327,17
1328,8
1328,17
1329,13
1329,17
1330,6
1330,13
1331,13
1331,18
1332,8
1332,13
1333,2
1333,13
1334,13
1334,17
1335,1
1335,13
1336,10
1336,13
1337,13
1337,26
1338,7
1338,13
1339,13
1339,16
1340,13
1340,22
1341,12
1341,13
1342,13
1342,15
1343,3
1343,13
1344,11
1344,13
1345,9
1345,13
1346,5
1346,13
1347,23
1347,28
1348,28
1348,34
1349,28
1349,37
1350,14
1350,28
1351,28
1351,44
1352,28
1352,29
1353,27
1353,28
1354,28
1354,35
1355,21
1355,28
1356,28
1356,39
1357,28
1357,42
1358,28
1358,32
1359,28
1359,31
1360,25
1360,28
1361,24
1361,28
1362,28
1362,33
1363,19
1363,28
1364,1
1364,18
1365,7
1365,18
1366,12
1366,18
1367,8
1367,18
1368,15
1368,18
1369,5
1369,18
1370,18
1370,26
1371,18
1371,22
1372,3
1372,18
1373,2
1373,18
1374,11
1374,18
1375,9
1375,18
1376,13
1376,18
1377,10
1377,18
1378,6
1378,18
1379,17
1379,18
1380,16
1380,18
1381,25
1381,33
1382,33
1382,39
1383,29
1383,33
1384,28
1384,33
1385,32
1385,33
1386,33
1386,34
1387,21
1387,33
1388,23
1388,33
1389,33
1389,35
1390,33
1390,37
1391,33
1391,44
1392,31
1392,33
1393,14
1393,33
1394,19
1394,33
1395,24
1395,33
1396,33
1396,42
1397,27
1397,33
1398,10
1398,13
1399,10
1399,22
1400,10
1400,16
1401,1
1401,10
1402,6
1402,10
1403,7
1403,10
1404,10
1404,18
1405,10
1405,12
1406,10
1406,17
1407,2
1407,10
1408,10
1408,15
1409,5
1409,10
1410,3
1410,10
1411,10
1411,26
1412,10
1412,11
1413,8
1413,10
1414,9
1414,10
1415,11
1415,15
1416,11
1416,22
1417,11
1417,16
1418,11
1418,12
1419,9
1419,11
1420,11
1420,13
1421,6
1421,11
1422,3
1422,11
1423,11
1423,17
1424,8
1424,11
1425,2
1425,11
1426,10
1426,11
1427,11
1427,18
1428,1
1428,11
1429,7
1429,11
1430,11
1430,26
1431,5
1431,11
1432,14
1432,42
1433,31
1433,42
1434,28
1434,42
1435,37
1435,42
1436,33
1436,42
1437,24
1437,42
1438,32
1438,42
1439,25
1439,42
1440,39
1440,42
1441,29
1441,42
1442,23
1442,42
1443,42
1443,44
1444,21
1444,42
1445,35
1445,42
1446,34
1446,42
1447,19
1447,42
1448,27
1448,42
1449,27
1449,28
1450,24
1450,27
1451,27
1451,39
1452,27
1452,42
1453,21
1453,27
1454,27
1454,31
1455,27
1455,44
1456,19
1456,27
1457,27
1457,32
1458,27
1458,29
1459,27
1459,35
1460,27
1460,37
1461,27
1461,33
1462,23
1462,27
1463,14
1463,27
1464,25
1464,27
1465,27
1465,34
1466,7
1466,8
1467,7
1467,26
1468,2
1468,7
1469,3
1469,7
1470,7
1470,12
1471,7
1471,13
1472,5
1472,7
1473,7
1473,15
1474,7
1474,17
1475,7
1475,10
1476,7
1476,11
1477,6
1477,7
1478,7
1478,22
1479,7
1479,9
1480,7
1480,18
1481,1
1481,7
1482,7
1482,16
1483,3
1483,6
1484,6
1484,9
1485,6
1485,11
1486,5
1486,6
1487,6
1487,26
1488,6
1488,12
1489,6
1489,7
1490,6
1490,18
1491,1
1491,6
1492,2
1492,6
1493,6
1493,15
1494,6
1494,13
1495,6
1495,22
1496,6
1496,17
1497,6
1497,10
1498,6
1498,8
1499,6
1499,16
1500,31
1500,42
1501,31
1501,37
1502,31
1502,33
1503,21
1503,31
1504,28
1504,31
1505,31
1505,32
1506,14
1506,31
1507,31
1507,34
1508,31
1508,39
1509,24
1509,31
1510,29
1510,31
1511,27
1511,31
1512,31
1512,44
1513,31
1513,35
1514,19
1514,31
1515,23
1515,31
1516,25
1516,31
1517,21
1517,24
1518,24
1518,44
1519,24
1519,37
1520,23
1520,24
1521,24
1521,25
1522,24
1522,32
1523,24
1523,28
1524,24
1524,39
1525,24
1525,35
1526,24
1526,31
1527,24
1527,27
1528,24
1528,33
1529,24
1529,34
1530,24
1530,29
1531,19
1531,24
1532,14
1532,24
1533,24
1533,42
1534,14
1534,34
1535,33
1535,34
1536,34
1536,44
1537,21
1537,34
1538,32
1538,34
1539,34
1539,37
1540,34
1540,42
1541,23
1541,34
1542,31
1542,34
1543,34
1543,35
1544,25
1544,34
1545,27
1545,34
1546,24
1546,34
1547,19
1547,34
1548,28
1548,34
1549,29
1549,34
1550,34
1550,39
1551,35
1551,44
1552,31
1552,35
1553,33
1553,35
1554,32
1554,35
1555,19
1555,35
1556,21
1556,35
1557,34
1557,35
1558,35
1558,39
1559,29
1559,35
1560,28
1560,35
1561,25
1561,35
1562,23
1562,35
1563,35
1563,37
1564,24
1564,35
1565,14
1565,35
1566,35
1566,42
1567,27
1567,35
1568,23
1568,32
1569,23
1569,28
1570,23
1570,37
1571,23
1571,44
1572,21
1572,23
1573,23
1573,25
1574,23
1574,34
1575,23
1575,27
1576,23
1576,31
1577,23
1577,24
1578,23
1578,42
1579,23
1579,33
1580,14
1580,23
1581,23
1581,35
1582,19
1582,23
1583,23
1583,39
1584,23
1584,29
1585,35
1585,39
1586,28
1586,39
1587,39
1587,44
1588,33
1588,39
1589,27
1589,39
1590,39
1590,42
1591,24
1591,39
1592,21
1592,39
1593,32
1593,39
1594,14
1594,39
1595,34
1595,39
1596,19
1596,39
1597,37
